536372	22632	6	2016-12-01	1.85	11.1	17850
536372	22633	6	2016-12-01	1.85	11.1	17850
536373	85123A	6	2016-12-01	2.55	15.3	17850
536373	71053	6	2016-12-01	3.39	20.34	17850
536373	84406B	8	2016-12-01	2.75	22.0	17850
536373	20679	6	2016-12-01	4.95	29.7	17850
536373	37370	6	2016-12-01	1.06	6.36	17850
536373	21871	6	2016-12-01	1.06	6.36	17850
536373	21071	6	2016-12-01	1.06	6.36	17850
536373	21068	6	2016-12-01	1.06	6.36	17850
536373	82483	2	2016-12-01	4.95	9.9	17850
536373	82486	4	2016-12-01	6.95	27.8	17850
536373	82482	6	2016-12-01	2.1	12.6	17850
536373	82494L	6	2016-12-01	2.55	15.3	17850
536373	84029G	6	2016-12-01	3.39	20.34	17850
536373	84029E	6	2016-12-01	3.39	20.34	17850
536373	22752	2	2016-12-01	7.65	15.3	17850
536373	21730	6	2016-12-01	4.25	25.5	17850
536374	21258	32	2016-12-01	10.95	350.4	15100
536375	85123A	6	2016-12-01	2.55	15.3	17850
536375	71053	6	2016-12-01	3.39	20.34	17850
536375	84406B	8	2016-12-01	2.75	22.0	17850
536375	20679	6	2016-12-01	4.95	29.7	17850
536375	37370	6	2016-12-01	1.06	6.36	17850
536375	21871	6	2016-12-01	1.06	6.36	17850
536375	21071	6	2016-12-01	1.06	6.36	17850
536375	21068	6	2016-12-01	1.06	6.36	17850
536375	82483	2	2016-12-01	4.95	9.9	17850
536375	82486	4	2016-12-01	6.95	27.8	17850
536375	82482	6	2016-12-01	2.1	12.6	17850
536375	82494L	6	2016-12-01	2.55	15.3	17850
536375	84029G	6	2016-12-01	3.39	20.34	17850
536375	84029E	6	2016-12-01	3.39	20.34	17850
536375	22752	2	2016-12-01	7.65	15.3	17850
536375	21730	6	2016-12-01	4.25	25.5	17850
536376	22114	48	2016-12-01	3.45	165.6	15291
536376	21733	64	2016-12-01	2.55	163.2	15291
536377	22632	6	2016-12-01	1.85	11.1	17850
536377	22633	6	2016-12-01	1.85	11.1	17850
536378	22386	10	2016-12-01	1.95	19.5	14688
536378	85099C	10	2016-12-01	1.95	19.5	14688
536378	21033	10	2016-12-01	2.95	29.5	14688
536378	20723	10	2016-12-01	0.85	8.5	14688
536378	84997B	12	2016-12-01	3.75	45.0	14688
536378	84997C	6	2016-12-01	3.75	22.5	14688
536378	21094	12	2016-12-01	0.85	10.2	14688
536378	20725	10	2016-12-01	1.65	16.5	14688
536378	21559	6	2016-12-01	2.55	15.3	14688
536378	22352	6	2016-12-01	2.55	15.3	14688
536378	21212	120	2016-12-01	0.42	50.4	14688
536378	21975	24	2016-12-01	0.55	13.2	14688
536378	21977	24	2016-12-01	0.55	13.2	14688
536378	84991	24	2016-12-01	0.55	13.2	14688
536378	84519A	6	2016-12-01	2.95	17.7	14688
536378	85183B	48	2016-12-01	1.25	60.0	14688
536378	85071B	96	2016-12-01	0.38	36.48	14688
536378	21931	10	2016-12-01	1.95	19.5	14688
536378	21929	10	2016-12-01	1.95	19.5	14688
536380	22961	24	2016-12-01	1.45	34.8	17809
536381	22139	23	2016-12-01	4.25	97.75	15311
536381	84854	5	2016-12-01	4.95	24.75	15311
536381	22411	10	2016-12-01	1.95	19.5	15311
536381	82567	2	2016-12-01	2.1	4.2	15311
536381	21672	6	2016-12-01	1.25	7.5	15311
536381	22774	24	2016-12-01	1.25	30.0	15311
536381	22771	24	2016-12-01	1.25	30.0	15311
536381	71270	1	2016-12-01	1.25	1.25	15311
536381	22262	1	2016-12-01	0.85	0.85	15311
536381	22637	1	2016-12-01	2.55	2.55	15311
536381	21934	10	2016-12-01	1.65	16.5	15311
536381	21169	3	2016-12-01	1.69	5.07	15311
536381	21166	1	2016-12-01	1.95	1.95	15311
536381	21175	2	2016-12-01	2.1	4.2	15311
536381	37444A	1	2016-12-01	2.95	2.95	15311
536381	37444C	1	2016-12-01	2.95	2.95	15311
536381	22086	4	2016-12-01	2.95	11.8	15311
536381	22083	1	2016-12-01	2.95	2.95	15311
536381	84971S	6	2016-12-01	0.85	5.1	15311
536381	71270	3	2016-12-01	1.25	3.75	15311
536381	47580	2	2016-12-01	2.55	5.1	15311
536381	22261	1	2016-12-01	0.85	0.85	15311
536381	84832	1	2016-12-01	0.85	0.85	15311
536381	22644	1	2016-12-01	1.45	1.45	15311
536381	21533	1	2016-12-01	4.95	4.95	15311
536381	21557	2	2016-12-01	2.95	5.9	15311
536381	15056BL	2	2016-12-01	5.95	11.9	15311
536381	15056N	2	2016-12-01	5.95	11.9	15311
536381	22646	4	2016-12-01	1.45	5.8	15311
536381	22176	1	2016-12-01	2.95	2.95	15311
536381	22438	1	2016-12-01	1.95	1.95	15311
536381	21731	2	2016-12-01	1.65	3.3	15311
536381	22778	3	2016-12-01	3.95	11.85	15311
536381	22719	36	2016-12-01	1.06	38.16	15311
536381	21523	10	2016-12-01	6.75	67.5	15311
\N	D	-1	2016-12-01	27.5	-27.5	14527
536382	10002	12	2016-12-01	0.85	10.2	16098
536382	21912	8	2016-12-01	3.75	30.0	16098
536382	21832	12	2016-12-01	1.65	19.8	16098
536382	22411	10	2016-12-01	1.95	19.5	16098
536382	22379	10	2016-12-01	2.1	21.0	16098
536382	22381	50	2016-12-01	1.85	92.5	16098
536382	22798	8	2016-12-01	2.95	23.6	16098
536382	22726	4	2016-12-01	3.75	15.0	16098
536382	22926	12	2016-12-01	5.95	71.4	16098
536382	22839	2	2016-12-01	14.95	29.9	16098
536382	22838	2	2016-12-01	14.95	29.9	16098
536382	22783	4	2016-12-01	16.95	67.8	16098
\N	35004C	-1	2016-12-01	4.65	-4.65	15311
536384	82484	3	2016-12-01	6.45	19.35	18074
536384	84755	48	2016-12-01	0.65	31.2	18074
536384	22464	12	2016-12-01	1.65	19.8	18074
536384	21324	6	2016-12-01	2.95	17.7	18074
536384	22457	12	2016-12-01	2.95	35.4	18074
536384	22469	40	2016-12-01	1.45	58.0	18074
536384	22470	40	2016-12-01	2.55	102.0	18074
536384	22224	6	2016-12-01	2.95	17.7	18074
536384	21340	2	2016-12-01	12.75	25.5	18074
536384	22189	4	2016-12-01	3.95	15.8	18074
536384	22427	3	2016-12-01	5.95	17.85	18074
536384	22428	6	2016-12-01	6.95	41.7	18074
536384	22424	8	2016-12-01	10.95	87.6	18074
536385	22783	1	2016-12-01	19.95	19.95	17420
536385	22961	12	2016-12-01	1.45	17.4	17420
536385	22960	6	2016-12-01	4.25	25.5	17420
536385	22663	10	2016-12-01	1.95	19.5	17420
536385	85049A	12	2016-12-01	1.25	15.0	17420
536385	22168	2	2016-12-01	8.5	17.0	17420
536385	22662	10	2016-12-01	1.65	16.5	17420
536386	84880	36	2016-12-01	4.95	178.2	16029
536386	85099C	100	2016-12-01	1.65	165.0	16029
536386	85099B	100	2016-12-01	1.65	165.0	16029
536387	79321	192	2016-12-01	3.82	733.44	16029
536387	22780	192	2016-12-01	3.37	647.04	16029
536387	22779	192	2016-12-01	3.37	647.04	16029
536387	22466	432	2016-12-01	1.45	626.4	16029
536387	21731	432	2016-12-01	1.25	540.0	16029
536388	21754	3	2016-12-01	5.95	17.85	16250
536388	21755	3	2016-12-01	5.95	17.85	16250
536388	21523	2	2016-12-01	7.95	15.9	16250
536388	21363	3	2016-12-01	4.95	14.85	16250
536388	21411	3	2016-12-01	4.25	12.75	16250
536388	22318	6	2016-12-01	2.95	17.7	16250
536388	22464	12	2016-12-01	1.65	19.8	16250
536388	22915	12	2016-12-01	0.42	5.04	16250
536388	22922	12	2016-12-01	0.85	10.2	16250
536388	22969	12	2016-12-01	1.45	17.4	16250
536388	22923	12	2016-12-01	0.85	10.2	16250
536388	21115	4	2016-12-01	6.75	27.0	16250
536388	22469	12	2016-12-01	1.65	19.8	16250
536388	22242	12	2016-12-01	1.65	19.8	16250
536389	22941	6	2016-12-01	8.5	51.0	12431
536389	21622	8	2016-12-01	4.95	39.6	12431
536389	21791	12	2016-12-01	1.25	15.0	12431
536389	35004C	6	2016-12-01	5.45	32.7	12431
536389	35004G	4	2016-12-01	6.35	25.4	12431
536389	85014B	6	2016-12-01	5.95	35.7	12431
536389	85014A	3	2016-12-01	5.95	17.85	12431
536389	22193	2	2016-12-01	8.5	17.0	12431
536389	22726	4	2016-12-01	3.75	15.0	12431
536389	22727	4	2016-12-01	3.75	15.0	12431
536389	22192	2	2016-12-01	8.5	17.0	12431
536389	22191	2	2016-12-01	8.5	17.0	12431
536389	22195	24	2016-12-01	1.65	39.6	12431
536389	22196	24	2016-12-01	0.85	20.4	12431
536390	22941	2	2016-12-01	8.5	17.0	17511
536390	22960	12	2016-12-01	3.75	45.0	17511
536390	22961	12	2016-12-01	1.45	17.4	17511
536390	22962	48	2016-12-01	0.72	34.56	17511
536390	22963	48	2016-12-01	0.72	34.56	17511
536390	22968	8	2016-12-01	8.5	68.0	17511
536390	84970S	144	2016-12-01	0.64	92.16	17511
536390	22910	40	2016-12-01	2.55	102.0	17511
536390	20668	288	2016-12-01	0.1	28.8	17511
536390	85123A	64	2016-12-01	2.55	163.2	17511
536390	22197	100	2016-12-01	0.72	72.0	17511
536390	22198	50	2016-12-01	1.45	72.5	17511
536390	21533	12	2016-12-01	4.25	51.0	17511
536390	21080	96	2016-12-01	0.64	61.44	17511
536390	21094	96	2016-12-01	0.64	61.44	17511
536390	21086	48	2016-12-01	0.65	31.2	17511
536390	21786	144	2016-12-01	0.32	46.08	17511
536390	22654	40	2016-12-01	4.95	198.0	17511
536390	21485	24	2016-12-01	4.25	102.0	17511
536390	84029G	24	2016-12-01	3.39	81.36	17511
536390	84030E	24	2016-12-01	3.75	90.0	17511
536390	22174	48	2016-12-01	1.48	71.04	17511
536390	22969	96	2016-12-01	1.25	120.0	17511
536390	85099B	100	2016-12-01	1.65	165.0	17511
\N	22556	-12	2016-12-01	1.65	-19.8	17548
\N	21984	-24	2016-12-01	0.29	-6.96	17548
\N	21983	-24	2016-12-01	0.29	-6.96	17548
\N	21980	-24	2016-12-01	0.29	-6.96	17548
\N	21484	-12	2016-12-01	3.45	-41.4	17548
\N	22557	-12	2016-12-01	1.65	-19.8	17548
\N	22553	-24	2016-12-01	1.65	-39.6	17548
536392	22150	6	2016-12-01	1.95	11.7	13705
536392	22619	4	2016-12-01	3.75	15.0	13705
536392	21891	12	2016-12-01	1.25	15.0	13705
536392	21889	12	2016-12-01	1.25	15.0	13705
536392	22827	1	2016-12-01	165.0	165.0	13705
536392	22127	12	2016-12-01	1.25	15.0	13705
536392	22128	12	2016-12-01	1.25	15.0	13705
536392	22502	4	2016-12-01	5.95	23.8	13705
536392	84879	16	2016-12-01	1.69	27.04	13705
536392	22338	24	2016-12-01	0.65	15.6	13705
536393	22180	8	2016-12-01	9.95	79.6	13747
536394	21506	24	2016-12-01	0.42	10.08	13408
536394	22633	96	2016-12-01	1.85	177.6	13408
536394	22866	96	2016-12-01	1.85	177.6	13408
536394	22865	96	2016-12-01	1.85	177.6	13408
536394	22632	96	2016-12-01	1.85	177.6	13408
536394	21485	12	2016-12-01	4.95	59.4	13408
536394	22349	12	2016-12-01	3.75	45.0	13408
536394	22558	48	2016-12-01	1.25	60.0	13408
536394	85152	12	2016-12-01	2.1	25.2	13408
536394	85123A	32	2016-12-01	2.55	81.6	13408
536394	22652	20	2016-12-01	1.65	33.0	13408
536395	22188	8	2016-12-01	3.95	31.6	13767
536395	84879	32	2016-12-01	1.69	54.08	13767
536395	21977	24	2016-12-01	0.55	13.2	13767
536395	84991	24	2016-12-01	0.55	13.2	13767
536395	21212	24	2016-12-01	0.55	13.2	13767
536395	21484	8	2016-12-01	3.45	27.6	13767
536395	21314	8	2016-12-01	2.1	16.8	13767
536395	22730	4	2016-12-01	3.75	15.0	13767
536395	22727	8	2016-12-01	3.75	30.0	13767
536395	22729	8	2016-12-01	3.75	30.0	13767
536395	22726	8	2016-12-01	3.75	30.0	13767
536395	22114	8	2016-12-01	3.95	31.6	13767
536395	22867	48	2016-12-01	2.1	100.8	13767
536395	22866	48	2016-12-01	2.1	100.8	13767
536396	85123A	6	2016-12-01	2.55	15.3	17850
536396	71053	6	2016-12-01	3.39	20.34	17850
536396	84406B	8	2016-12-01	2.75	22.0	17850
536396	15056BL	6	2016-12-01	4.95	29.7	17850
536396	20679	6	2016-12-01	4.95	29.7	17850
536396	37370	6	2016-12-01	1.06	6.36	17850
536396	21871	6	2016-12-01	1.06	6.36	17850
536396	21071	6	2016-12-01	1.06	6.36	17850
536396	21068	6	2016-12-01	1.06	6.36	17850
536396	82483	2	2016-12-01	4.95	9.9	17850
536396	82486	4	2016-12-01	6.95	27.8	17850
536396	82482	6	2016-12-01	2.1	12.6	17850
536396	82494L	12	2016-12-01	2.55	30.6	17850
536396	84029G	6	2016-12-01	3.39	20.34	17850
536396	84029E	6	2016-12-01	3.39	20.34	17850
536396	22752	2	2016-12-01	7.65	15.3	17850
536396	22803	2	2016-12-01	35.75	71.5	17850
536396	21730	6	2016-12-01	4.25	25.5	17850
536397	35004B	12	2016-12-01	4.65	55.8	17924
536397	35004C	48	2016-12-01	4.65	223.2	17924
536398	21980	24	2016-12-01	0.29	6.96	13448
536398	21844	6	2016-12-01	2.95	17.7	13448
536398	22468	4	2016-12-01	6.75	27.0	13448
536398	22637	8	2016-12-01	2.55	20.4	13448
536398	22752	6	2016-12-01	8.5	51.0	13448
536398	48185	2	2016-12-01	7.95	15.9	13448
536398	22632	12	2016-12-01	2.1	25.2	13448
536398	22866	12	2016-12-01	2.1	25.2	13448
536398	22865	12	2016-12-01	2.1	25.2	13448
536398	21232	12	2016-12-01	1.25	15.0	13448
536398	22064	12	2016-12-01	1.65	19.8	13448
536398	22449	6	2016-12-01	3.35	20.1	13448
536398	22114	4	2016-12-01	3.95	15.8	13448
536398	22835	8	2016-12-01	4.65	37.2	13448
536398	22112	9	2016-12-01	4.95	44.55	13448
536398	21479	4	2016-12-01	3.75	15.0	13448
536398	22111	9	2016-12-01	4.95	44.55	13448
536399	22632	6	2016-12-01	1.85	11.1	17850
536399	22633	6	2016-12-01	1.85	11.1	17850
536400	22969	12	2016-12-01	1.45	17.4	13448
536401	22110	1	2016-12-01	2.55	2.55	15862
536401	22098	1	2016-12-01	1.25	1.25	15862
536401	22100	2	2016-12-01	1.25	2.5	15862
536401	22766	1	2016-12-01	2.95	2.95	15862
536401	22451	1	2016-12-01	3.35	3.35	15862
536401	22549	1	2016-12-01	1.45	1.45	15862
536401	84744	1	2016-12-01	1.25	1.25	15862
536401	85049E	2	2016-12-01	1.25	2.5	15862
536401	21328	1	2016-12-01	1.65	1.65	15862
536401	22961	4	2016-12-01	1.45	5.8	15862
536401	17091A	1	2016-12-01	1.25	1.25	15862
536401	22473	1	2016-12-01	4.95	4.95	15862
536401	84509A	2	2016-12-01	3.75	7.5	15862
536401	84510A	2	2016-12-01	1.25	2.5	15862
536401	22767	2	2016-12-01	9.95	19.9	15862
536401	22768	1	2016-12-01	9.95	9.95	15862
536401	21463	1	2016-12-01	5.95	5.95	15862
536401	21464	1	2016-12-01	4.25	4.25	15862
536401	20820	3	2016-12-01	4.95	14.85	15862
536401	85150	1	2016-12-01	2.55	2.55	15862
536401	22117	1	2016-12-01	2.95	2.95	15862
536401	21169	2	2016-12-01	1.69	3.38	15862
536401	48129	1	2016-12-01	7.95	7.95	15862
536401	82580	1	2016-12-01	0.55	0.55	15862
536401	82578	1	2016-12-01	0.55	0.55	15862
536401	82581	2	2016-12-01	0.55	1.1	15862
536401	22413	4	2016-12-01	2.95	11.8	15862
536401	21907	2	2016-12-01	2.1	4.2	15862
536401	22441	1	2016-12-01	2.1	2.1	15862
536401	21122	1	2016-12-01	1.25	1.25	15862
536401	22851	1	2016-12-01	0.85	0.85	15862
536401	84991	3	2016-12-01	0.55	1.65	15862
536401	22810	1	2016-12-01	2.95	2.95	15862
536401	22809	1	2016-12-01	2.95	2.95	15862
536401	22435	2	2016-12-01	1.25	2.5	15862
536401	20966	3	2016-12-01	1.25	3.75	15862
536401	20963	1	2016-12-01	1.25	1.25	15862
536401	20961	1	2016-12-01	1.25	1.25	15862
536401	22068	2	2016-12-01	1.65	3.3	15862
536401	21743	2	2016-12-01	2.95	5.9	15862
536401	21744	2	2016-12-01	2.95	5.9	15862
536401	84709B	1	2016-12-01	5.95	5.95	15862
536401	21592	1	2016-12-01	1.25	1.25	15862
536401	21587	2	2016-12-01	2.55	5.1	15862
536401	20992	9	2016-12-01	0.85	7.65	15862
536401	22662	1	2016-12-01	1.65	1.65	15862
536401	85123A	4	2016-12-01	2.95	11.8	15862
536401	22804	3	2016-12-01	2.95	8.85	15862
536401	82483	1	2016-12-01	5.95	5.95	15862
536401	20749	1	2016-12-01	7.95	7.95	15862
536401	20725	1	2016-12-01	1.65	1.65	15862
536401	22382	2	2016-12-01	1.65	3.3	15862
536401	20726	1	2016-12-01	1.65	1.65	15862
536401	22384	1	2016-12-01	1.65	1.65	15862
536401	22467	5	2016-12-01	2.55	12.75	15862
536401	84625C	3	2016-12-01	2.95	8.85	15862
536401	84625A	3	2016-12-01	2.95	8.85	15862
536401	21108	9	2016-12-01	2.55	22.95	15862
536401	22848	1	2016-12-01	16.95	16.95	15862
536401	21033	4	2016-12-01	2.95	11.8	15862
536401	47570B	1	2016-12-01	10.65	10.65	15862
536401	84030E	1	2016-12-01	4.25	4.25	15862
536401	22428	2	2016-12-01	6.95	13.9	15862
536401	22502	2	2016-12-01	5.95	11.9	15862
536402	22086	40	2016-12-01	2.55	102.0	15513
536402	22910	40	2016-12-01	2.55	102.0	15513
536402	22837	36	2016-12-01	4.25	153.0	15513
536403	22867	96	2016-12-01	1.85	177.6	12791
536403	POST	1	2016-12-01	15.0	15.0	12791
536404	22297	24	2016-12-01	1.25	30.0	16218
536404	22771	12	2016-12-01	1.25	15.0	16218
536404	22772	12	2016-12-01	1.25	15.0	16218
536404	22773	12	2016-12-01	1.25	15.0	16218
536404	22805	12	2016-12-01	1.25	15.0	16218
536404	22469	12	2016-12-01	1.65	19.8	16218
536404	22197	36	2016-12-01	0.85	30.6	16218
536404	21125	12	2016-12-01	1.25	15.0	16218
536404	21126	12	2016-12-01	1.25	15.0	16218
536404	85049C	12	2016-12-01	1.25	15.0	16218
536404	85049D	12	2016-12-01	1.25	15.0	16218
536404	85049E	12	2016-12-01	1.25	15.0	16218
536404	85049G	12	2016-12-01	1.25	15.0	16218
536404	21061	12	2016-12-01	0.85	10.2	16218
536404	21063	12	2016-12-01	0.85	10.2	16218
536404	21062	12	2016-12-01	0.85	10.2	16218
536404	84380	12	2016-12-01	1.25	15.0	16218
536404	84378	12	2016-12-01	1.25	15.0	16218
536404	22964	12	2016-12-01	2.1	25.2	16218
536404	21213	24	2016-12-01	0.55	13.2	16218
536404	22417	24	2016-12-01	0.55	13.2	16218
536404	21212	24	2016-12-01	0.55	13.2	16218
536404	84992	24	2016-12-01	0.55	13.2	16218
536404	21975	24	2016-12-01	0.55	13.2	16218
536404	22383	10	2016-12-01	1.65	16.5	16218
536404	20728	10	2016-12-01	1.65	16.5	16218
536404	20727	10	2016-12-01	1.65	16.5	16218
536404	22296	24	2016-12-01	1.65	39.6	16218
536405	20914	128	2016-12-01	2.55	326.4	14045
536406	85123A	8	2016-12-01	2.55	20.4	17850
536406	71053	8	2016-12-01	3.39	27.12	17850
536406	84406B	8	2016-12-01	2.75	22.0	17850
536406	20679	6	2016-12-01	4.95	29.7	17850
536406	37370	6	2016-12-01	1.06	6.36	17850
536406	21871	6	2016-12-01	1.06	6.36	17850
536406	21071	6	2016-12-01	1.06	6.36	17850
536406	21068	6	2016-12-01	1.06	6.36	17850
536406	82483	4	2016-12-01	4.95	19.8	17850
536406	82486	4	2016-12-01	6.95	27.8	17850
536406	82482	6	2016-12-01	2.1	12.6	17850
536406	82494L	6	2016-12-01	2.55	15.3	17850
536406	84029G	6	2016-12-01	3.39	20.34	17850
536406	84029E	6	2016-12-01	3.39	20.34	17850
536406	22752	2	2016-12-01	7.65	15.3	17850
536406	22803	2	2016-12-01	35.75	71.5	17850
536406	21730	6	2016-12-01	4.25	25.5	17850
536407	22632	6	2016-12-01	1.85	11.1	17850
536407	22633	6	2016-12-01	1.85	11.1	17850
536408	22537	24	2016-12-01	0.42	10.08	14307
536408	22533	24	2016-12-01	0.42	10.08	14307
536408	20982	12	2016-12-01	0.85	10.2	14307
536408	21832	12	2016-12-01	1.65	19.8	14307
536408	21915	12	2016-12-01	1.25	15.0	14307
536408	21914	12	2016-12-01	1.25	15.0	14307
536408	21544	12	2016-12-01	0.85	10.2	14307
536408	22813	12	2016-12-01	1.95	23.4	14307
536408	22114	4	2016-12-01	3.95	15.8	14307
536408	84029E	4	2016-12-01	3.75	15.0	14307
536408	21479	4	2016-12-01	3.75	15.0	14307
536408	22964	6	2016-12-01	2.1	12.6	14307
536408	84375	12	2016-12-01	2.1	25.2	14307
536408	22418	24	2016-12-01	0.85	20.4	14307
536408	22178	12	2016-12-01	1.25	15.0	14307
536408	84970L	12	2016-12-01	0.95	11.4	14307
536408	21733	6	2016-12-01	2.95	17.7	14307
536408	22465	12	2016-12-01	1.65	19.8	14307
536408	84949	6	2016-12-01	1.65	9.9	14307
536408	20685	2	2016-12-01	7.95	15.9	14307
536408	48194	2	2016-12-01	7.95	15.9	14307
536408	22488	12	2016-12-01	1.65	19.8	14307
536408	22219	12	2016-12-01	0.85	10.2	14307
536408	84879	8	2016-12-01	1.69	13.52	14307
536408	21754	3	2016-12-01	5.95	17.85	14307
536408	21755	3	2016-12-01	5.95	17.85	14307
536408	22766	8	2016-12-01	2.95	23.6	14307
536408	22610	36	2016-12-01	0.85	30.6	14307
536408	22716	12	2016-12-01	0.42	5.04	14307
536408	22706	25	2016-12-01	0.42	10.5	14307
536408	22371	4	2016-12-01	4.25	17.0	14307
536408	85014B	3	2016-12-01	5.95	17.85	14307
536408	85014A	3	2016-12-01	5.95	17.85	14307
536408	84997B	6	2016-12-01	3.75	22.5	14307
536408	21212	24	2016-12-01	0.55	13.2	14307
536408	21210	12	2016-12-01	1.45	17.4	14307
536408	22914	3	2016-12-01	4.95	14.85	14307
536408	22553	12	2016-12-01	1.65	19.8	14307
536408	16237	30	2016-12-01	0.21	6.3	14307
536408	22714	12	2016-12-01	0.42	5.04	14307
536408	22812	12	2016-12-01	1.95	23.4	14307
536408	84347	6	2016-12-01	2.55	15.3	14307
536408	21587	12	2016-12-01	2.55	30.6	14307
536408	22736	10	2016-12-01	1.65	16.5	14307
536408	22492	36	2016-12-01	0.65	23.4	14307
536408	22620	12	2016-12-01	1.25	15.0	14307
536408	22619	4	2016-12-01	3.75	15.0	14307
536408	21705	12	2016-12-01	1.65	19.8	14307
536409	90199C	3	2016-12-01	6.35	19.05	17908
536409	21479	1	2016-12-01	3.75	3.75	17908
536409	22111	1	2016-12-01	4.95	4.95	17908
536409	22785	1	2016-12-01	6.75	6.75	17908
536409	22975	1	2016-12-01	1.25	1.25	17908
536409	22972	1	2016-12-01	1.65	1.65	17908
536409	22866	1	2016-12-01	2.1	2.1	17908
536409	22568	1	2016-12-01	3.75	3.75	17908
536409	85116	1	2016-12-01	2.1	2.1	17908
536409	22664	1	2016-12-01	2.1	2.1	17908
536409	21609	1	2016-12-01	2.95	2.95	17908
536409	21866	1	2016-12-01	1.25	1.25	17908
536409	20669	1	2016-12-01	1.25	1.25	17908
536409	90129F	1	2016-12-01	2.95	2.95	17908
536409	90210B	1	2016-12-01	2.95	2.95	17908
536409	90199C	1	2016-12-01	6.35	6.35	17908
536409	21955	1	2016-12-01	7.95	7.95	17908
536409	72802C	1	2016-12-01	4.25	4.25	17908
536409	22109	1	2016-12-01	3.75	3.75	17908
536409	85116	5	2016-12-01	2.1	10.5	17908
536409	22531	1	2016-12-01	0.42	0.42	17908
536409	21811	1	2016-12-01	1.25	1.25	17908
536409	22183	1	2016-12-01	6.75	6.75	17908
536409	21678	6	2016-12-01	0.85	5.1	17908
536409	21676	6	2016-12-01	0.85	5.1	17908
536409	84625A	1	2016-12-01	2.95	2.95	17908
536409	84625C	3	2016-12-01	2.95	8.85	17908
536409	21931	2	2016-12-01	1.95	3.9	17908
536409	85169B	12	2016-12-01	1.25	15.0	17908
536409	16238	28	2016-12-01	0.21	5.88	17908
536409	20668	24	2016-12-01	0.12	2.88	17908
536409	84906	1	2016-12-01	5.95	5.95	17908
536409	21867	1	2016-12-01	1.25	1.25	17908
536409	22075	1	2016-12-01	1.65	1.65	17908
536409	21866	1	2016-12-01	1.25	1.25	17908
536409	21326	12	2016-12-01	0.65	7.8	17908
536409	21065	1	2016-12-01	5.95	5.95	17908
536409	22074	1	2016-12-01	1.65	1.65	17908
536409	22900	1	2016-12-01	2.95	2.95	17908
536409	20713	1	2016-12-01	1.95	1.95	17908
536409	20966	2	2016-12-01	1.25	2.5	17908
536409	21116	1	2016-12-01	4.95	4.95	17908
536409	90199C	2	2016-12-01	6.35	12.7	17908
536409	22633	1	2016-12-01	2.1	2.1	17908
536409	22866	1	2016-12-01	2.1	2.1	17908
536409	22198	1	2016-12-01	1.65	1.65	17908
536409	21824	3	2016-12-01	1.45	4.35	17908
536409	21823	3	2016-12-01	1.45	4.35	17908
536409	22153	6	2016-12-01	0.42	2.52	17908
536409	22197	2	2016-12-01	0.85	1.7	17908
536409	85099B	2	2016-12-01	1.95	3.9	17908
